study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value
lange2004,figure 4,pop,pseudocyphellaria,aurata,27,C,net photosynthesis,14.81456954,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,27,C,net photosynthesis,12.96688742,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,30,C,net photosynthesis,15.64900662,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,33,C,net photosynthesis,13.44370861,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,29,C,net photosynthesis,11.41721854,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,30,C,net photosynthesis,9.450331126,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,32,C,net photosynthesis,8.258278146,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,30,C,net photosynthesis,6.589403974,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,31,C,net photosynthesis,6.470198675,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,32,C,net photosynthesis,5.218543046,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,34,C,net photosynthesis,7.185430464,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,34,C,net photosynthesis,2.298013245,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,34,C,net photosynthesis,1.344370861,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,36,C,net photosynthesis,4.682119205,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,37,C,net photosynthesis,4.920529801,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,38,C,net photosynthesis,3.490066225,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,37,C,net photosynthesis,1.40397351,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,36,C,net photosynthesis,-0.801324503,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,37,C,net photosynthesis,-1.397350993,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,40,C,net photosynthesis,0.688741722,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,41,C,net photosynthesis,0.331125828,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,42,C,net photosynthesis,-0.801324503,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,40,C,net photosynthesis,-2.410596026,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,9,C,dark respiration,-1.158940397,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,10,C,dark respiration,-3.304635762,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,13,C,dark respiration,-1.993377483,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,14,C,dark respiration,-3.900662252,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,16,C,dark respiration,-2.589403974,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,18,C,dark respiration,-3.304635762,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,18,C,dark respiration,-3.900662252,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,18,C,dark respiration,-7.59602649,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,21,C,dark respiration,-3.42384106,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,21,C,dark respiration,-5.450331126,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,21,C,dark respiration,-7.834437086,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,24,C,dark respiration,-4.973509934,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,24,C,dark respiration,-7.953642384,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,24,C,dark respiration,-10.69536424,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,26,C,dark respiration,-6.642384106,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,27,C,dark respiration,-9.503311258,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,27,C,dark respiration,-12.12582781,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,29,C,dark respiration,-8.907284768,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,30,C,dark respiration,-9.920529801,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,30,C,dark respiration,-13.0794702,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,33,C,dark respiration,-12.42384106,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,36,C,dark respiration,-14.86754967,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,41,C,dark respiration,-18.08609272,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,43,C,dark respiration,-20.35099338,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
lange2004,figure 4,pop,pseudocyphellaria,aurata,46,C,dark respiration,-24.04635762,nmol CO2 * g^-1 *s^-1,co2,nmol,g,sec,,,,T,lab,,,,
sancho1997,figure 2,pop,umbilicaria ,grisea,0,C,net photosynthesis,3.44,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,5,C,net photosynthesis,5.98,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,10,C,net photosynthesis,5.96,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,15,C,net photosynthesis,6,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,20,C,net photosynthesis,5.9,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,25,C,net photosynthesis,4.48,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,0,C,dark respiration,-0.72,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,5,C,dark respiration,-1.24,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,10,C,dark respiration,-1.36,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,15,C,dark respiration,-2.7,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,20,C,dark respiration,-3.68,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,grisea,25,C,dark respiration,-4.52,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,0,C,net photosynthesis,5.109433962,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,5,C,net photosynthesis,7.202515723,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,10,C,net photosynthesis,7.48427673,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,15,C,net photosynthesis,6.316981132,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,20,C,net photosynthesis,6.397484277,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,25,C,net photosynthesis,4.867924528,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,0,C,dark respiration,-1.33081761,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,5,C,dark respiration,-2.01509434,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,10,C,dark respiration,-2.256603774,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,15,C,dark respiration,-3.383647799,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,20,C,dark respiration,-4.389937107,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
sancho1997,figure 2,pop,umbilicaria ,freyi,25,C,dark respiration,-5.516981132,umol CO2 * kg^-1 *s^-1,co2,umol,kg,sec,,,2,T,lab,,,ppfd,400-470
