tpc_grp,lichen_type,elevation_broad,latitude,species,mol_gCmin,inv_T,temp,metabolic_category,study_id,paper_unit
2_zotz2003,green algae,neutral,9,endosulphureum,-4.6276596e-8,37.65866662842876,35,npp,zotz2003,2
1_lange2002florai,green algae,neutral,49.9174,muralis,0.009331752286451611,42.17524303670842,2,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.009890183924516129,42.17524303670842,2,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.010194783,42.17524303670842,2,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.01044874248,42.17524303670842,2,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.010803981152903225,42.17524303670842,2,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.013655409251612901,41.42251694288889,7,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.0134523432,41.42251694288889,7,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.013198510637419355,41.42251694288889,7,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.011878581307741935,41.42251694288889,7,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.011726281770967741,41.42251694288889,7,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.011218616643870966,41.42251694288889,7,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.010660185005806452,41.42251694288889,7,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.013283163797419353,40.696188397511214,12,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.013765445667096771,40.696188397511214,12,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.01412081125548387,40.696188397511214,12,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.014526943356774192,40.696188397511214,12,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.014831542432258062,40.696188397511214,12,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015136141509677419,40.696188397511214,12,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015389974072258063,40.696188397511214,12,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015593040121935485,40.696188397511214,12,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.014332253781290322,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.014839982365161288,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.01509375147096774,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015296817520645161,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015499883572258061,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015753716134838707,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.016109081723225803,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.01631214777483871,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.016515213824516126,39.99489271601007,17,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.016041498803225807,39.31735768778696,22,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.016650696956129033,39.31735768778696,22,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.016879146263225803,39.31735768778696,22,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.017082212312903227,39.31735768778696,22,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015034671942580643,38.66239587389746,27,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015263121247741934,38.66239587389746,27,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015415420786451611,38.66239587389746,27,npp,lange2002florai,1
1_lange2002florai,green algae,neutral,49.9174,muralis,0.015719956405161287,38.66239587389746,27,npp,lange2002florai,1
2_lange2002florai,green algae,neutral,49.9174,muralis,-6.186111096774192e-4,42.17524303670842,2,npp,lange2002florai,2
3_green1998,green algae,neutral,-77.01,aprina,0.016728805316129032,42.4840495022893,0,npp,green1998,3
3_green1998,green algae,neutral,-77.01,aprina,0.02373156102580645,41.720359955241136,5,npp,green1998,3
3_green1998,green algae,neutral,-77.01,aprina,0.028400064832258064,40.9836416088657,10,npp,green1998,3
3_green1998,green algae,neutral,-77.01,aprina,-0.0038904198406451615,40.27249044438772,15,npp,green1998,3
3_green1998,green algae,neutral,-77.01,aprina,-0.0035013778567741932,39.58559823145258,20,npp,green1998,3
1_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,0.0014468115290322578,41.720359955241136,5,npp,sundberg1997,1
1_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,0.002138208193548387,41.12889640811739,9,npp,sundberg1997,1
1_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,0.0025479247354838704,40.55396862327563,13,npp,sundberg1997,1
1_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,0.002786926064516129,40.1332115564597,16,npp,sundberg1997,1
1_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,0.0027613187806451614,39.7210957437971,19,npp,sundberg1997,1
1_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,0.002829604858064516,39.31735768778696,22,npp,sundberg1997,1
1_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,0.0024711028838709675,38.92174449622782,25,npp,sundberg1997,1
1_sundberg1997,cyanobacteria + green algae,neutral,64.14,pulmonaria,0.0018223850322580644,38.53401335397749,28,npp,sundberg1997,1
