individual.ID,temp.Cat,treatment,Temp.C,umol.cm2.hr,rate.type,light_dark,fragment.ID
PV8,24,enriched,24.16487755,0.254911599,R,dark,PV8_D
PV8,24,enriched,24.1182449,0.700349951,NP,light,PV8_L
PV8,24,enriched,24.14156122,0.95526155,GP,light,PV8_L
PV8,28,enriched,28.1324898,0.294041824,R,dark,PV8_D
PV8,28,enriched,28.54371429,0.587267806,NP,light,PV8_L
PV8,28,enriched,28.33810204,0.881309629,GP,light,PV8_L
PV8,30,enriched,29.97581633,0.325904147,R,dark,PV8_D
PV8,30,enriched,30.15080392,0.744606569,NP,light,PV8_L
PV8,30,enriched,30.06331012,1.070510716,GP,light,PV8_L
PV8,32,enriched,31.95355102,0.376456997,R,dark,PV8_D
PV8,32,enriched,32.09928571,0.659953099,NP,light,PV8_L
PV8,32,enriched,32.02641837,1.036410096,GP,light,PV8_L
PV8,34,enriched,33.9307551,0.458454049,R,dark,PV8_D
PV8,34,enriched,34.28712245,0.592571361,NP,light,PV8_L
PV8,34,enriched,34.10893878,1.05102541,GP,light,PV8_L
PV8,36,enriched,35.92142857,0.4701514,R,dark,PV8_D
PV8,36,enriched,36.14864,0.371033191,NP,light,PV8_L
PV8,36,enriched,36.03503429,0.841184591,GP,light,PV8_L
PV8,37,enriched,36.67363265,0.434586178,R,dark,PV8_D
PV8,37,enriched,37.1542449,0.039941525,NP,light,PV8_L
PV8,37,enriched,36.91393878,0.474527703,GP,light,PV8_L
PV8,38,enriched,38.25640816,0.366962306,R,dark,PV8_D
PV8,39,enriched,39.09434694,0.33398133,R,dark,PV8_D
PV9,20,enriched,20.20104082,0.351141013,R,dark,PV9_D
PV9,20,enriched,20.09142857,0.378883125,NP,light,PV9_L
PV9,20,enriched,20.14623469,0.730024138,GP,light,PV9_L
PV9,22,enriched,22.11267347,0.341722018,R,dark,PV9_D
PV9,22,enriched,22.22636735,0.723232869,NP,light,PV9_L
PV9,22,enriched,22.16952041,1.064954887,GP,light,PV9_L
PV9,24,enriched,24.32692,0.408491712,R,dark,PV9_D
PV9,24,enriched,24.06014286,0.845139687,NP,light,PV9_L
PV9,24,enriched,24.19353143,1.253631399,GP,light,PV9_L
PV9,28,enriched,28.28455102,0.492179027,R,dark,PV9_D
PV9,28,enriched,28.08757143,0.741060624,NP,light,PV9_L
PV9,28,enriched,28.18606122,1.233239651,GP,light,PV9_L
PV9,30,enriched,30.05885714,0.550881618,R,dark,PV9_D
PV9,30,enriched,30.07255102,0.979064766,NP,light,PV9_L
PV9,30,enriched,30.06570408,1.529946384,GP,light,PV9_L
PV9,32,enriched,31.97408163,0.561660941,R,dark,PV9_D
PV9,32,enriched,31.93879592,0.630004316,NP,light,PV9_L
PV9,32,enriched,31.95643878,1.191665256,GP,light,PV9_L
PV9,34,enriched,34.10228571,0.698640177,R,dark,PV9_D
PV9,34,enriched,33.9465102,0.553778085,NP,light,PV9_L
PV9,34,enriched,34.02439796,1.252418261,GP,light,PV9_L
PV9,36,enriched,36.30267347,0.549162998,R,dark,PV9_D
PV9,36,enriched,36.06067347,0.260907061,NP,light,PV9_L
PV9,36,enriched,36.18167347,0.810070058,GP,light,PV9_L
PV9,37,enriched,37.02828571,0.434663386,R,dark,PV9_D
PV9,37,enriched,37.08810417,-0.253402535,NP,light,PV9_L
PV9,37,enriched,37.05819494,0.181260851,GP,light,PV9_L
PV9,38,enriched,37.99406122,0.353710132,R,dark,PV9_D
PV9,39,enriched,39.22685417,0.244674623,R,dark,PV9_D
