paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,elevation_metre,latitude,latitude_broad,elevation_broad,lichen_type
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,10,C,net photosynthesis,7.963039014,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,15,C,net photosynthesis,9.416837782,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,20,C,net photosynthesis,10.87063655,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,25,C,net photosynthesis,9.811088296,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,30,C,net photosynthesis,7.420944559,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,800,800,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,0,C,net photosynthesis,3.626283368,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,1200,1200,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,5,C,net photosynthesis,5.967145791,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,1200,1200,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,10,C,net photosynthesis,8.406570842,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,1200,1200,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,15,C,net photosynthesis,10.27926078,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,1200,1200,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,20,C,net photosynthesis,11.90554415,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,1200,1200,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,25,C,net photosynthesis,11.80698152,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,1200,1200,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,teloschistes,lacunosus,30,C,net photosynthesis,8.997946612,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,1200,1200,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,0,C,dark respiration ,-0.468781986,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,0,0,umol *m^-2 *s^-1,r,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,5,C,dark respiration ,-0.714431934,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,0,0,umol *m^-2 *s^-1,r,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,10,C,dark respiration ,-1.303991812,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,0,0,umol *m^-2 *s^-1,r,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,15,C,dark respiration ,-2.409416581,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,0,0,umol *m^-2 *s^-1,r,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,20,C,dark respiration ,-3.785056295,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,0,0,umol *m^-2 *s^-1,r,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,25,C,dark respiration ,-5.357215967,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,0,0,umol *m^-2 *s^-1,r,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,30,C,dark respiration ,-7.445240532,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,0,0,umol *m^-2 *s^-1,r,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,0,C,net photosynthesis,0.41555783,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,25,25,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,5,C,net photosynthesis,0.390992835,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,25,25,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,10,C,net photosynthesis,0.341862845,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,25,25,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
delprado_1995,delprado_1995,figure 2,pop,ramalina,bourgeana,15,C,net photosynthesis,-0.345957011,umol CO2 *kg dw^-1 *s^-1,co2,umol,kg,sec,,,,T,lab,,,,,25,25,umol *m^-2 *s^-1,npp,,36.834,temperate,neutral,green algae
